neighborhood,name,place_id,price_level,rating,user_ratings_total,business_status,adr_address,formatted_address,lat,lng,bin,distance
Midtown East,Margon,ChIJ28_VhFVYwokRigKkUoPI6Ec,1.0,4.6,1136,OPERATIONAL,,"136 W 46th St, New York, NY 10036",40.7579064,-73.9839619,1022647,0.0
Midtown East,Tony's Di Napoli,ChIJ9-ey3ehYwokRWPZl-y_GRBk,2.0,4.5,2549,OPERATIONAL,,"1081 3rd Ave, New York, NY 10065",40.7643567,-73.9642373,1090074,2.9864250029107726
Midtown East,The Smith,ChIJzd_ZRgJZwokRnzXTa1YVpko,2.0,4.4,5054,OPERATIONAL,,"956 2nd Ave, New York, NY 10022",40.7552289,-73.96805599999999,1039628,0.5182775396572941
Midtown East,At Nine Restaurant & Bar,ChIJkVgURFFYwokRW0wQt_4tn-4,2.0,4.4,766,OPERATIONAL,,"592 9th Ave, New York, NY 10036",40.7587104,-73.9920972,1024953,0.0
Midtown East,IL Punto,ChIJw1QgWK1ZwokRnOR94NZ1i8w,3.0,4.6,935,OPERATIONAL,,"507 9th Ave, New York, NY 10018",40.756175,-73.9946239,1012986,0.0
Midtown East,La Bonne Soupe,ChIJp54kJfpYwokRm45V0KSo_2g,2.0,4.4,1435,OPERATIONAL,,"48 W 55th St, New York, NY 10019",40.7624179,-73.9769692,1034817,0.0
Midtown East,Paola's,ChIJR4fcjLtYwokRu8yexUQhOTg,3.0,4.5,377,OPERATIONAL,,"1361 Lexington Ave, New York, NY 10128",40.7822019,-73.9534096,1048255,8.990510538023706
Midtown East,Mission Ceviche,ChIJEXPLsaFZwokRggZzIVKeiPM,,4.5,2314,OPERATIONAL,,"1400 2nd Ave, New York, NY 10021",40.7691005,-73.9578631,1076314,0.0
Midtown East,Burger World,ChIJqRlVtFJYwokRxEWs_qn7F3w,1.0,4.5,789,OPERATIONAL,,"534 9th Ave, New York, NY 10018",40.75676,-73.9934938,1013699,0.0
Midtown East,Olive Garden Italian Restaurant,ChIJM3wn3VVYwokRvu2kbqBKUsM,2.0,4.1,6320,OPERATIONAL,,"2 Times Sq, New York, NY 10036",40.759333,-73.984667,1024757,26.01376857714194
Midtown East,Astro,ChIJTcpq6_lYwokR4lHaYlpg-Jk,2.0,4.1,1275,OPERATIONAL,,"1361 6th Ave, New York, NY 10019",40.7632731,-73.97831959999999,1023394,0.0
Midtown East,Rossini's,ChIJV6mJyQZZwokRPoUsJJjsgoI,3.0,4.5,576,OPERATIONAL,,"108 E 38th St, New York, NY 10016",40.7492295,-73.9789195,1019118,0.0
Midtown East,DIG,ChIJK_2ndatZwokRi0Bix1_1PQc,1.0,4.4,491,OPERATIONAL,,"1407 Broadway, New York, NY 10018",40.753246,-73.98787779999999,1015264,18.387622267298077
Midtown East,Gramercy Kitchen,ChIJDxR7d59ZwokRkTMW7oCrVl4,2.0,4.3,674,OPERATIONAL,,"184 3rd Ave, New York, NY 10003",40.7351654,-73.98605049999999,1017823,0.0
Midtown East,P.J. Clarke's Lincoln Square,ChIJuXQtkvVYwokRNblhSo1lV-4,2.0,4.2,1786,OPERATIONAL,,"44 W 63rd St., New York, NY 10023",40.7715018,-73.98286329999999,1027465,0.0
Midtown East,Palace,ChIJh9_xIeVYwokR2kL092Nb3r4,2.0,4.1,571,OPERATIONAL,,"122 E 57th St, New York, NY 10022",40.76101329999999,-73.9697803,1036902,0.0
Midtown East,OLIO E PIÙ,ChIJ_RUJvZZZwokRNUEv3K4nSik,2.0,4.6,6061,OPERATIONAL,,"3 Greenwich Ave, New York, NY 10014",40.7338794,-73.99994079999999,1010268,0.0
Midtown East,Little Thai Kitchen,ChIJjToVneNYwokRrINeb9xEANc,2.0,4.3,323,OPERATIONAL,,"243 E 53rd St, New York, NY 10022",40.75723360000001,-73.96769420000001,1038557,0.0
Midtown East,The Red Flame,ChIJs5kQ9P9YwokR0-5r5j2SiR4,1.0,4.2,2773,OPERATIONAL,,"67 W 44th St, New York, NY 10036",40.756077,-73.982699,1034217,0.0
Midtown East,Som Bo,ChIJfQgOo75ZwokRFK_w2n2spEM,1.0,4.4,459,OPERATIONAL,,"143 8th Ave, New York, NY 10011",40.7418511,-74.00123119999999,1013076,0.0
Midtown East,Madison Restaurant,ChIJXcazZuFYwokRxP8vyzx8nKE,2.0,4.1,570,OPERATIONAL,,"965 1st Ave., New York, NY 10022",40.7559472,-73.9649889,1039837,47.07322221702046
Midtown East,Serafina Italian Restaurant Osteria,ChIJKZfDrfpYwokRnFm_JcmhAaY,2.0,4.2,432,OPERATIONAL,,"38 E 58th St, New York, NY 10022",40.7627039,-73.9716691,1081156,0.0
Midtown East,Bella Blu,ChIJ4Up-r-tYwokR95jJFUROzH0,3.0,4.3,396,OPERATIONAL,,"967 Lexington Ave, New York, NY 10021",40.7692221,-73.96281970000001,1042727,0.0
Midtown East,Arturo's,ChIJTbZrCLpYwokRx16ZzD7mOJo,2.0,4.6,175,OPERATIONAL,,"1617 York Ave, New York, NY 10028",40.7754206,-73.94771,1050540,0.0
Midtown East,Kitchen 46,ChIJmX1a4alZwokROmk9tCzmJbQ,,4.9,360,OPERATIONAL,,"343 W 46th St, New York, NY 10036",40.7605833,-73.9895203,1025083,0.0
Midtown East,FIG & OLIVE,ChIJZbgM8_tYwokRFnNjm92tco0,3.0,4.3,1656,OPERATIONAL,,"10 E 52nd St, New York, NY 10022",40.7594001,-73.97558269999999,1035481,9.51440746904228
Midtown East,BLACKBARN Restaurant,ChIJQZSnWKZZwokRXPNOv9-qWsY,3.0,4.4,1109,OPERATIONAL,,"19 E 26th St, New York, NY 10010",40.743099,-73.9871592,1089338,36.89630868089081
Midtown East,L' Angeletto,ChIJQU144WZZwokRks949ol40_Q,2.0,4.6,165,OPERATIONAL,,"327 2nd Ave, New York, NY 10003",40.73541790000001,-73.9829477,1019591,0.0
Midtown East,Sabai Thai,ChIJ83Nr8qdZwokRlQ9NQpIpcw4,2.0,4.5,908,OPERATIONAL,,"432 Park Ave S, New York, NY 10016",40.744299,-73.98366399999999,1016935,28.810589864221253
Midtown East,L'Osteria,ChIJBRyejVJZwokReyLI3g24DLU,,4.7,159,OPERATIONAL,,"1219 Lexington Ave, New York, NY 10028",40.7771456,-73.9571146,1047627,9.169743168923517
Midtown East,Dos Toros Taqueria,ChIJ3b48QPlYwokR4XkZRi8BiuM,1.0,4.3,925,OPERATIONAL,,"52 W 52nd St, New York, NY 10019",40.7604933,-73.9781798,1034510,1.8092604954753468
Midtown East,Upland,ChIJWVD7FadZwokRs_pS6XY7VOU,3.0,4.5,2024,OPERATIONAL,,"345 Park Ave S, New York, NY 10010",40.7419313,-73.984644,1018102,24.413544734232733
Midtown East,Thai At Lex,ChIJZ-T1rL1YwokRFUejOu-J58g,2.0,4.2,445,OPERATIONAL,,"1244 Lexington Ave, New York, NY 10028",40.7781131,-73.9567606,1047660,0.0
Midtown East,Jacques Brasserie,ChIJ_WE-fLxYwokR-5CBMAKtKRg,3.0,4.4,502,OPERATIONAL,,"206 E 85th St, New York, NY 10028",40.7778915,-73.9541019,1048761,2.2433120535103743
Midtown East,Finestra,ChIJqZIo0MZYwokR91Ny6mmqVLQ,2.0,4.5,268,OPERATIONAL,,"1370 York Ave, New York, NY 10021",40.7675573,-73.95304,1046274,4.067941069780307
Midtown East,Gabriel's Bar & Restaurant,ChIJpXfNHPZYwokRj-5vnEMIYYU,3.0,4.4,477,OPERATIONAL,,"40 Central Park S, New York, NY 10019",40.7651572,-73.9756862,1080443,0.0
Midtown East,Dos Caminos,ChIJGy8Umr9ZwokRVas9YjRxMfo,2.0,4.0,2308,OPERATIONAL,,"675 Hudson St, New York, NY 10014",40.7404331,-74.0054753,1011691,0.0
Midtown East,wagamama,ChIJucC69nVZwokRmziSfSAfhFA,2.0,4.3,669,OPERATIONAL,,"100 W 55th St, New York, NY 10019",40.7631438,-73.9788554,1083719,0.0
Midtown East,Kashkaval Garden,ChIJ0xEQtFlYwokRTi07N6-ojBU,2.0,4.5,1216,OPERATIONAL,,"852 9th Ave, New York, NY 10019",40.7668319,-73.98630059999999,1025447,13.65351854303517
Midtown East,Osteria La Baia,ChIJo9FTvDBZwokRFAZ0i4jbLuk,2.0,4.5,316,OPERATIONAL,,"129 W 52nd St, New York, NY 10019",40.7618832,-73.9806749,1023161,0.0
Midtown East,Nice Matin,ChIJ5YYLvYhYwokReZvaF93xmFw,3.0,4.3,1127,OPERATIONAL,,"201 W 79th St, New York, NY 10024",40.783438,-73.97849149999999,1032632,0.0
Midtown East,Boqueria UES,ChIJYwAAe79YwokRAzRYCHUFTJY,2.0,4.5,1339,OPERATIONAL,,"1460 2nd Ave, New York, NY 10075",40.77154609999999,-73.95615819999999,1045161,0.0
Midtown East,Il Melograno,ChIJ2WjAjlBYwokR-EJZW5EpOfg,2.0,4.6,583,OPERATIONAL,,"501 W 51st St, New York, NY 10019",40.76548409999999,-73.9914234,1070111,0.0
Sutton Place,Connolly's,ChIJAS6GeVVYwokRPfg8xt4nH-I,2.0,4.4,4139,OPERATIONAL,,"121 W 45th St, New York, NY 10036",40.7573681,-73.9835798,1022638,0.0
Sutton Place,Russian Samovar Restaurant and Piano Bar,ChIJSeT4tldYwokRxanaa6CWf0U,3.0,4.3,1011,OPERATIONAL,,"256 W 52nd St, New York, NY 10019",40.7631111,-73.9847593,1024821,0.0
Sutton Place,Carmine's,ChIJR9So-lRYwokRX1xEjA0rChA,2.0,4.5,15675,OPERATIONAL,,"200 W 44th St, New York, NY 10036",40.757498,-73.986654,1024706,0.0
Sutton Place,Guantanamera,ChIJBeQnDlhYwokRRCKNfQl_zvA,2.0,4.4,2707,OPERATIONAL,,"939 8th Ave, New York, NY 10019",40.7658904,-73.9838214,1025437,19.2398360376659
Sutton Place,Capizzi,ChIJURgSuVJYwokRyUTyhXB9K4c,2.0,4.5,1874,OPERATIONAL,,"547 9th Ave, New York, NY 10018",40.7574821,-73.99364469999999,1083736,0.0
Sutton Place,The Modern,ChIJMW-gxPtYwokRzDlnsRgq9rA,4.0,4.6,2132,OPERATIONAL,,"9 W 53rd St, New York, NY 10019",40.761081,-73.976753,1034531,30.85105796066222
Sutton Place,Lex Restaurant,ChIJRS-PgqRYwokRg6Ej6VCpx2o,2.0,4.6,278,OPERATIONAL,,"1370 Lexington Ave, New York, NY 10128",40.7824939,-73.953597,1048286,0.0
Sutton Place,Subway,ChIJK0xdR0VYwokR1QU0nvsTLks,1.0,4.3,233,OPERATIONAL,,"600 W 52nd St, New York, NY 10019",40.767142,-73.9940419,1027146,14.132049883416222
Sutton Place,Wok to Walk,ChIJs7Yp5KxZwokRtYWV0d3PENo,1.0,4.1,1183,OPERATIONAL,,"570 8th Ave, New York, NY 10018",40.7547222,-73.99138889999999,1014470,0.0
Sutton Place,DIG,ChIJVbnZJfpYwokR-iUHHlvqnEk,1.0,4.3,382,OPERATIONAL,,"150 E 52nd St, New York, NY 10022",40.7572285,-73.9707207,1036463,0.0
Sutton Place,Chazz Palminteri Italian Restaurant,ChIJGSQEnuJYwokRTcsuPJjna7A,3.0,4.5,966,OPERATIONAL,,"30 W 46th St, New York, NY 10036",40.7564645,-73.980563,1088772,0.0
Sutton Place,Serafina Italian Restaurant Broadway,ChIJ05O-HvhYwokRAglJqeW_Mog,2.0,4.1,1817,OPERATIONAL,,"210 W 55th St, New York, NY 10019",40.7644424,-73.9821126,1024858,0.0
Sutton Place,The Lunch Box,ChIJE7B5zG1ZwokR85loO7ZJY6o,1.0,4.9,214,OPERATIONAL,,"3 E 53rd St, New York, NY 10022",40.760215,-73.9750602,1035739,0.0
Sutton Place,Cinco de Mayo,ChIJ94GeJvpYwokRDDyWW8XAEHY,1.0,4.5,425,OPERATIONAL,,"43 W 55th St, New York, NY 10019",40.7625597,-73.9767371,1081132,13.700339655586703
Sutton Place,Margon,ChIJ28_VhFVYwokRigKkUoPI6Ec,1.0,4.6,1136,OPERATIONAL,,"136 W 46th St, New York, NY 10036",40.7579064,-73.9839619,1022647,0.0
Sutton Place,Tony's Di Napoli,ChIJ9-ey3ehYwokRWPZl-y_GRBk,2.0,4.5,2549,OPERATIONAL,,"1081 3rd Ave, New York, NY 10065",40.7643567,-73.9642373,1090074,2.9864250029107726
Sutton Place,The Smith,ChIJzd_ZRgJZwokRnzXTa1YVpko,2.0,4.4,5054,OPERATIONAL,,"956 2nd Ave, New York, NY 10022",40.7552289,-73.96805599999999,1039628,0.5182775396572941
Sutton Place,At Nine Restaurant & Bar,ChIJkVgURFFYwokRW0wQt_4tn-4,2.0,4.4,766,OPERATIONAL,,"592 9th Ave, New York, NY 10036",40.7587104,-73.9920972,1024953,0.0
Sutton Place,IL Punto,ChIJw1QgWK1ZwokRnOR94NZ1i8w,3.0,4.6,935,OPERATIONAL,,"507 9th Ave, New York, NY 10018",40.756175,-73.9946239,1012986,0.0
Sutton Place,La Bonne Soupe,ChIJp54kJfpYwokRm45V0KSo_2g,2.0,4.4,1435,OPERATIONAL,,"48 W 55th St, New York, NY 10019",40.7624179,-73.9769692,1034817,0.0
Sutton Place,Paola's,ChIJR4fcjLtYwokRu8yexUQhOTg,3.0,4.5,377,OPERATIONAL,,"1361 Lexington Ave, New York, NY 10128",40.7822019,-73.9534096,1048255,8.990510538023706
Sutton Place,Mission Ceviche,ChIJEXPLsaFZwokRggZzIVKeiPM,,4.5,2314,OPERATIONAL,,"1400 2nd Ave, New York, NY 10021",40.7691005,-73.9578631,1076314,0.0
Sutton Place,IL Carino Restaurant,ChIJiTxP17pYwokR0Gj0Wrd5cOg,2.0,4.5,200,OPERATIONAL,,"1710 2nd Ave, New York, NY 10128",40.7794927,-73.9501884,1050101,0.2539440152995909
Sutton Place,Burger World,ChIJqRlVtFJYwokRxEWs_qn7F3w,1.0,4.5,789,OPERATIONAL,,"534 9th Ave, New York, NY 10018",40.75676,-73.9934938,1013699,0.0
Sutton Place,Olive Garden Italian Restaurant,ChIJM3wn3VVYwokRvu2kbqBKUsM,2.0,4.1,6320,OPERATIONAL,,"2 Times Sq, New York, NY 10036",40.759333,-73.984667,1024757,26.01376857714194
Sutton Place,Astro,ChIJTcpq6_lYwokR4lHaYlpg-Jk,2.0,4.1,1275,OPERATIONAL,,"1361 6th Ave, New York, NY 10019",40.7632731,-73.97831959999999,1023394,0.0
Sutton Place,Rossini's,ChIJV6mJyQZZwokRPoUsJJjsgoI,3.0,4.5,576,OPERATIONAL,,"108 E 38th St, New York, NY 10016",40.7492295,-73.9789195,1019118,0.0
Sutton Place,DIG,ChIJK_2ndatZwokRi0Bix1_1PQc,1.0,4.4,491,OPERATIONAL,,"1407 Broadway, New York, NY 10018",40.753246,-73.98787779999999,1015264,18.387622267298077
Sutton Place,Gramercy Kitchen,ChIJDxR7d59ZwokRkTMW7oCrVl4,2.0,4.3,674,OPERATIONAL,,"184 3rd Ave, New York, NY 10003",40.7351654,-73.98605049999999,1017823,0.0
Sutton Place,P.J. Clarke's Lincoln Square,ChIJuXQtkvVYwokRNblhSo1lV-4,2.0,4.2,1786,OPERATIONAL,,"44 W 63rd St., New York, NY 10023",40.7715018,-73.98286329999999,1027465,0.0
Sutton Place,Serafina Italian Restaurant Time Hotel,ChIJGSNzZVZYwokR9iOaoZh-qhg,2.0,4.0,527,OPERATIONAL,,"224 W 49th St, New York, NY 10019",40.7609782,-73.9855103,1024782,0.0
Sutton Place,Palace,ChIJh9_xIeVYwokR2kL092Nb3r4,2.0,4.1,571,OPERATIONAL,,"122 E 57th St, New York, NY 10022",40.76101329999999,-73.9697803,1036902,0.0
Sutton Place,Little Thai Kitchen,ChIJjToVneNYwokRrINeb9xEANc,2.0,4.3,323,OPERATIONAL,,"243 E 53rd St, New York, NY 10022",40.75723360000001,-73.96769420000001,1038557,0.0
Sutton Place,The Red Flame,ChIJs5kQ9P9YwokR0-5r5j2SiR4,1.0,4.2,2773,OPERATIONAL,,"67 W 44th St, New York, NY 10036",40.756077,-73.982699,1034217,0.0
Sutton Place,Serafina Italian Restaurant Osteria,ChIJKZfDrfpYwokRnFm_JcmhAaY,2.0,4.2,432,OPERATIONAL,,"38 E 58th St, New York, NY 10022",40.7627039,-73.9716691,1081156,0.0
Sutton Place,Bella Blu,ChIJ4Up-r-tYwokR95jJFUROzH0,3.0,4.3,396,OPERATIONAL,,"967 Lexington Ave, New York, NY 10021",40.7692221,-73.96281970000001,1042727,0.0
Sutton Place,Arturo's,ChIJTbZrCLpYwokRx16ZzD7mOJo,2.0,4.6,175,OPERATIONAL,,"1617 York Ave, New York, NY 10028",40.7754206,-73.94771,1050540,0.0
Sutton Place,Kitchen 46,ChIJmX1a4alZwokROmk9tCzmJbQ,,4.9,360,OPERATIONAL,,"343 W 46th St, New York, NY 10036",40.7605833,-73.9895203,1025083,0.0
Sutton Place,FIG & OLIVE,ChIJZbgM8_tYwokRFnNjm92tco0,3.0,4.3,1656,OPERATIONAL,,"10 E 52nd St, New York, NY 10022",40.7594001,-73.97558269999999,1035481,9.51440746904228
Sutton Place,THEP Thai Restaurant,ChIJz6VeesBYwokRNBYu4Sar8lw,2.0,4.7,3480,OPERATIONAL,,"1439 2nd Ave, New York, NY 10021",40.7707714,-73.9572357,1044032,0.0
Sutton Place,Table d'Hôte,ChIJIRWoy6NYwokROi7-mQy8-44,3.0,4.6,150,OPERATIONAL,,"44 E 92nd St, New York, NY 10128",40.7844582,-73.9558901,1047033,0.0
Sutton Place,BLACKBARN Restaurant,ChIJQZSnWKZZwokRXPNOv9-qWsY,3.0,4.4,1109,OPERATIONAL,,"19 E 26th St, New York, NY 10010",40.743099,-73.9871592,1089338,36.89630868089081
Sutton Place,L' Angeletto,ChIJQU144WZZwokRks949ol40_Q,2.0,4.6,165,OPERATIONAL,,"327 2nd Ave, New York, NY 10003",40.73541790000001,-73.9829477,1019591,0.0
Sutton Place,Sabai Thai,ChIJ83Nr8qdZwokRlQ9NQpIpcw4,2.0,4.5,908,OPERATIONAL,,"432 Park Ave S, New York, NY 10016",40.744299,-73.98366399999999,1016935,28.810589864221253
Sutton Place,L'Osteria,ChIJBRyejVJZwokReyLI3g24DLU,,4.7,159,OPERATIONAL,,"1219 Lexington Ave, New York, NY 10028",40.7771456,-73.9571146,1047627,9.169743168923517
Sutton Place,Dos Toros Taqueria,ChIJ3b48QPlYwokR4XkZRi8BiuM,1.0,4.3,925,OPERATIONAL,,"52 W 52nd St, New York, NY 10019",40.7604933,-73.9781798,1034510,1.8092604954753468
Sutton Place,Upland,ChIJWVD7FadZwokRs_pS6XY7VOU,3.0,4.5,2024,OPERATIONAL,,"345 Park Ave S, New York, NY 10010",40.7419313,-73.984644,1018102,24.413544734232733
Sutton Place,Thai At Lex,ChIJZ-T1rL1YwokRFUejOu-J58g,2.0,4.2,445,OPERATIONAL,,"1244 Lexington Ave, New York, NY 10028",40.7781131,-73.9567606,1047660,0.0
Sutton Place,Jacques Brasserie,ChIJ_WE-fLxYwokR-5CBMAKtKRg,3.0,4.4,502,OPERATIONAL,,"206 E 85th St, New York, NY 10028",40.7778915,-73.9541019,1048761,2.2433120535103743
Sutton Place,Finestra,ChIJqZIo0MZYwokR91Ny6mmqVLQ,2.0,4.5,268,OPERATIONAL,,"1370 York Ave, New York, NY 10021",40.7675573,-73.95304,1046274,4.067941069780307
Sutton Place,Gabriel's Bar & Restaurant,ChIJpXfNHPZYwokRj-5vnEMIYYU,3.0,4.4,477,OPERATIONAL,,"40 Central Park S, New York, NY 10019",40.7651572,-73.9756862,1080443,0.0
Sutton Place,wagamama,ChIJucC69nVZwokRmziSfSAfhFA,2.0,4.3,669,OPERATIONAL,,"100 W 55th St, New York, NY 10019",40.7631438,-73.9788554,1083719,0.0
Sutton Place,Kashkaval Garden,ChIJ0xEQtFlYwokRTi07N6-ojBU,2.0,4.5,1216,OPERATIONAL,,"852 9th Ave, New York, NY 10019",40.7668319,-73.98630059999999,1025447,13.65351854303517
Sutton Place,Osteria La Baia,ChIJo9FTvDBZwokRFAZ0i4jbLuk,2.0,4.5,316,OPERATIONAL,,"129 W 52nd St, New York, NY 10019",40.7618832,-73.9806749,1023161,0.0
Sutton Place,Nice Matin,ChIJ5YYLvYhYwokReZvaF93xmFw,3.0,4.3,1127,OPERATIONAL,,"201 W 79th St, New York, NY 10024",40.783438,-73.97849149999999,1032632,0.0
Sutton Place,Tarallucci e Vino Upper West Side,ChIJObyMbYVYwokRalcz9VGxvZI,2.0,4.3,592,OPERATIONAL,,"475 Columbus Ave, New York, NY 10024",40.7843824,-73.9735322,1031202,8.295547699771095
Herald Square,Russian Samovar Restaurant and Piano Bar,ChIJSeT4tldYwokRxanaa6CWf0U,3.0,4.3,1011,OPERATIONAL,,"256 W 52nd St, New York, NY 10019",40.7631111,-73.9847593,1024821,0.0
Herald Square,Carmine's,ChIJR9So-lRYwokRX1xEjA0rChA,2.0,4.5,15675,OPERATIONAL,,"200 W 44th St, New York, NY 10036",40.757498,-73.986654,1024706,0.0
Herald Square,Guantanamera,ChIJBeQnDlhYwokRRCKNfQl_zvA,2.0,4.4,2707,OPERATIONAL,,"939 8th Ave, New York, NY 10019",40.7658904,-73.9838214,1025437,19.2398360376659
Herald Square,Capizzi,ChIJURgSuVJYwokRyUTyhXB9K4c,2.0,4.5,1874,OPERATIONAL,,"547 9th Ave, New York, NY 10018",40.7574821,-73.99364469999999,1083736,0.0
Herald Square,The Modern,ChIJMW-gxPtYwokRzDlnsRgq9rA,4.0,4.6,2132,OPERATIONAL,,"9 W 53rd St, New York, NY 10019",40.761081,-73.976753,1034531,30.85105796066222
Herald Square,DIG,ChIJVbnZJfpYwokR-iUHHlvqnEk,1.0,4.3,382,OPERATIONAL,,"150 E 52nd St, New York, NY 10022",40.7572285,-73.9707207,1036463,0.0
Herald Square,Chazz Palminteri Italian Restaurant,ChIJGSQEnuJYwokRTcsuPJjna7A,3.0,4.5,966,OPERATIONAL,,"30 W 46th St, New York, NY 10036",40.7564645,-73.980563,1088772,0.0
Herald Square,Subway,ChIJK0xdR0VYwokR1QU0nvsTLks,1.0,4.3,233,OPERATIONAL,,"600 W 52nd St, New York, NY 10019",40.767142,-73.9940419,1027146,14.132049883416222
Herald Square,Wok to Walk,ChIJs7Yp5KxZwokRtYWV0d3PENo,1.0,4.1,1183,OPERATIONAL,,"570 8th Ave, New York, NY 10018",40.7547222,-73.99138889999999,1014470,0.0
Herald Square,Serafina Italian Restaurant Broadway,ChIJ05O-HvhYwokRAglJqeW_Mog,2.0,4.1,1817,OPERATIONAL,,"210 W 55th St, New York, NY 10019",40.7644424,-73.9821126,1024858,0.0
Herald Square,Chelsea Ristorante Italiano,ChIJ3Qtyib5ZwokRswc-QzntwIU,2.0,4.2,533,OPERATIONAL,,"108 8th Ave, New York, NY 10011",40.7406515,-74.0015913,1081537,0.0
Herald Square,The Lunch Box,ChIJE7B5zG1ZwokR85loO7ZJY6o,1.0,4.9,214,OPERATIONAL,,"3 E 53rd St, New York, NY 10022",40.760215,-73.9750602,1035739,0.0
Herald Square,Cinco de Mayo,ChIJ94GeJvpYwokRDDyWW8XAEHY,1.0,4.5,425,OPERATIONAL,,"43 W 55th St, New York, NY 10019",40.7625597,-73.9767371,1081132,13.700339655586703
Herald Square,Margon,ChIJ28_VhFVYwokRigKkUoPI6Ec,1.0,4.6,1136,OPERATIONAL,,"136 W 46th St, New York, NY 10036",40.7579064,-73.9839619,1022647,0.0
Herald Square,Tony's Di Napoli,ChIJ9-ey3ehYwokRWPZl-y_GRBk,2.0,4.5,2549,OPERATIONAL,,"1081 3rd Ave, New York, NY 10065",40.7643567,-73.9642373,1090074,2.9864250029107726
Herald Square,The Smith,ChIJzd_ZRgJZwokRnzXTa1YVpko,2.0,4.4,5054,OPERATIONAL,,"956 2nd Ave, New York, NY 10022",40.7552289,-73.96805599999999,1039628,0.5182775396572941
Herald Square,SAINT RESTAURANT BAR & SPEAKEASY,ChIJ6atD-WRZwokRULgcZ4TWin8,3.0,4.5,655,OPERATIONAL,,"136 2nd Ave, New York, NY 10003",40.7286979,-73.9872499,1079104,0.0
Herald Square,At Nine Restaurant & Bar,ChIJkVgURFFYwokRW0wQt_4tn-4,2.0,4.4,766,OPERATIONAL,,"592 9th Ave, New York, NY 10036",40.7587104,-73.9920972,1024953,0.0
Herald Square,IL Punto,ChIJw1QgWK1ZwokRnOR94NZ1i8w,3.0,4.6,935,OPERATIONAL,,"507 9th Ave, New York, NY 10018",40.756175,-73.9946239,1012986,0.0
Herald Square,La Bonne Soupe,ChIJp54kJfpYwokRm45V0KSo_2g,2.0,4.4,1435,OPERATIONAL,,"48 W 55th St, New York, NY 10019",40.7624179,-73.9769692,1034817,0.0
Herald Square,Mission Ceviche,ChIJEXPLsaFZwokRggZzIVKeiPM,,4.5,2314,OPERATIONAL,,"1400 2nd Ave, New York, NY 10021",40.7691005,-73.9578631,1076314,0.0
Herald Square,Burger World,ChIJqRlVtFJYwokRxEWs_qn7F3w,1.0,4.5,789,OPERATIONAL,,"534 9th Ave, New York, NY 10018",40.75676,-73.9934938,1013699,0.0
Herald Square,Olive Garden Italian Restaurant,ChIJM3wn3VVYwokRvu2kbqBKUsM,2.0,4.1,6320,OPERATIONAL,,"2 Times Sq, New York, NY 10036",40.759333,-73.984667,1024757,26.01376857714194
Herald Square,Astro,ChIJTcpq6_lYwokR4lHaYlpg-Jk,2.0,4.1,1275,OPERATIONAL,,"1361 6th Ave, New York, NY 10019",40.7632731,-73.97831959999999,1023394,0.0
Herald Square,Rossini's,ChIJV6mJyQZZwokRPoUsJJjsgoI,3.0,4.5,576,OPERATIONAL,,"108 E 38th St, New York, NY 10016",40.7492295,-73.9789195,1019118,0.0
Herald Square,DIG,ChIJK_2ndatZwokRi0Bix1_1PQc,1.0,4.4,491,OPERATIONAL,,"1407 Broadway, New York, NY 10018",40.753246,-73.98787779999999,1015264,18.387622267298077
Herald Square,Gramercy Kitchen,ChIJDxR7d59ZwokRkTMW7oCrVl4,2.0,4.3,674,OPERATIONAL,,"184 3rd Ave, New York, NY 10003",40.7351654,-73.98605049999999,1017823,0.0
Herald Square,P.J. Clarke's Lincoln Square,ChIJuXQtkvVYwokRNblhSo1lV-4,2.0,4.2,1786,OPERATIONAL,,"44 W 63rd St., New York, NY 10023",40.7715018,-73.98286329999999,1027465,0.0
Herald Square,Palace,ChIJh9_xIeVYwokR2kL092Nb3r4,2.0,4.1,571,OPERATIONAL,,"122 E 57th St, New York, NY 10022",40.76101329999999,-73.9697803,1036902,0.0
Herald Square,OLIO E PIÙ,ChIJ_RUJvZZZwokRNUEv3K4nSik,2.0,4.6,6061,OPERATIONAL,,"3 Greenwich Ave, New York, NY 10014",40.7338794,-73.99994079999999,1010268,0.0
Herald Square,Lhasa,ChIJ44SZj09ZwokRqIeN6EEd_VQ,1.0,4.6,245,OPERATIONAL,,"177 1st Ave., New York, NY 10003",40.72938509999999,-73.9843357,1006449,0.0
Herald Square,Little Thai Kitchen,ChIJjToVneNYwokRrINeb9xEANc,2.0,4.3,323,OPERATIONAL,,"243 E 53rd St, New York, NY 10022",40.75723360000001,-73.96769420000001,1038557,0.0
Herald Square,The Red Flame,ChIJs5kQ9P9YwokR0-5r5j2SiR4,1.0,4.2,2773,OPERATIONAL,,"67 W 44th St, New York, NY 10036",40.756077,-73.982699,1034217,0.0
Herald Square,Som Bo,ChIJfQgOo75ZwokRFK_w2n2spEM,1.0,4.4,459,OPERATIONAL,,"143 8th Ave, New York, NY 10011",40.7418511,-74.00123119999999,1013076,0.0
Herald Square,Madison Restaurant,ChIJXcazZuFYwokRxP8vyzx8nKE,2.0,4.1,570,OPERATIONAL,,"965 1st Ave., New York, NY 10022",40.7559472,-73.9649889,1039837,47.07322221702046
