Yr,WktGeom,street,fromSt,toSt,mean,median
2019,POINT (981730.6536858248 200535.77912577882),HUDSON STREET,Duane Street,Duane Street,42.107638888888886,45.0
2019,POINT (981924.2294988495 198147.81665243107),FULTON STREET,8 Avenue Line,8 Avenue Line,43.92621527777778,47.0
2019,POINT (982197.8302225866 197966.1968873773),FULTON STREET,8 Avenue Line,8 Avenue Line,35.501157407407405,37.0
2019,POINT (982204.9069851615 204125.31759002298),HUDSON STREET,Vandam Street,Charlton Street,155.58680555555554,151.5
2019,POINT (982211.2705853024 200822.93881574037),WEST BROADWAY,Broadway/ 7 Avenue Line,Broadway/ 7 Avenue Line,261.99074074074076,280.0
2019,POINT (982218.7364281546 200027.9069002416),CHURCH STREET,8 Avenue Line,8 Avenue Line,201.0474537037037,215.0
2019,POINT (982335.1815796944 200221.35856655534),CHURCH STREET,8 Avenue Line,8 Avenue Line,206.33449074074073,213.0
2019,POINT (982362.5307432543 212220.6564192131),11 AVENUE,West 23 Street,West 24 Street,64.95535714285714,71.0
2019,POINT (982440.1124021756 212357.3265209794),11 AVENUE,West 23 Street,West 24 Street,175.98958333333334,187.5
2019,POINT (982483.3622735823 209708.15617044948),WEST 15 STREET,9 Avenue,High Line,59.901469317199656,67.0
2019,POINT (982512.5860359567 212487.6295691371),11 AVENUE,West 25 Street,West 24 Street,156.83705357142858,128.5
2019,POINT (982630.1160624166 209929.88500515488),WEST 16 STREET,Dead End,High Line,41.48898305084746,44.0
2019,POINT (982630.6384332951 199387.37997844137),CHAMBERS STREET,Elk Street,Broadway,90.36226851851852,94.0
2019,POINT (982663.3491275839 203786.71297328797),VARICK STREET,Broadway/ 7 Avenue Line,Broadway/ 7 Avenue Line,250.14583333333334,261.0
2019,POINT (982736.2922102193 208499.44347078697),HUDSON STREET,Horatio Street,Gansevoort Street,107.53645833333333,120.0
2019,POINT (982768.6790418363 208765.73703341762),HUDSON STREET,Gansevoort Street,West 13 Street,83.94791666666667,93.0
2019,POINT (983008.7858787045 213381.18265156102),11 AVENUE,West 28 Street,West 29 Street,195.21990740740742,222.0
2019,POINT (983171.4361238033 203724.97787797044),AVENUE OF THE AMERICAS,8 Avenue Line,8 Avenue Line,237.09953703703704,252.0
2019,POINT (983178.2618284941 208994.70396237128),WEST 14 STREET,Dead End,9 Avenue,33.92502071251035,32.0
2019,POINT (983249.929097213 203979.08891925245),AVENUE OF THE AMERICAS,8 Avenue Line,8 Avenue Line,232.33680555555554,264.5
2019,POINT (983266.6569823141 204397.57147448685),KING STREET,Broadway/ 7 Avenue Line,8 Avenue Line,69.29464285714286,76.0
2019,POINT (983285.7477495492 199391.861032436),LAFAYETTE STREET,Centre Street,Duane Street,71.4375,72.0
2019,POINT (983288.4678742476 209263.21451716873),WEST 15 STREET,8 Avenue,9 Avenue,47.5722891566265,53.0
2019,POINT (983343.4388014282 204290.67280288463),AVENUE OF THE AMERICAS,8 Avenue Line,8 Avenue Line,261.0208333333333,286.0
2019,POINT (983360.2145722534 199364.6859197709),CENTRE STREET,Lafayette Street,Duane Street,90.16087962962963,89.0
2019,POINT (983378.360013447 209515.990628106),WEST 16 STREET,8 Avenue,9 Avenue,62.18050847457627,67.0
2019,POINT (983460.8839046978 204373.07221925314),KING STREET,Mac Dougal Street,8 Avenue Line,3.5550595238095237,3.0
2019,POINT (983498.5879593977 209728.91878560308),WEST 17 STREET,8 Avenue,9 Avenue,48.732988802756246,50.0
2019,POINT (983507.2198650691 208711.84714293483),8 AVENUE,Greenwich Avenue,14 Street/canarsie Line,165.1851851851852,181.0
2019,POINT (983527.899901262 208012.44113018128),WEST 12 STREET,8 Avenue Line,West 4 Street,30.391156462585034,32.0
2019,POINT (983533.9892312409 204567.12235351055),WEST HOUSTON STREET,Dead End,Dead end,71.61904761904762,72.0
2019,POINT (983552.3672956696 204616.58251283708),WEST HOUSTON STREET,Houston/essex Street Line,Dead end,118.20238095238095,127.0
2019,POINT (983609.3482478599 208894.30238058092),8 AVENUE,14 Street/canarsie Line,8 Avenue Line,61.47459086993971,58.0
2019,POINT (983612.0528258806 205037.2505769831),AVENUE OF THE AMERICAS,8 Avenue Line,8 Avenue Line,328.5639880952381,353.0
2019,POINT (983637.67300784 209930.6622013394),WEST 18 STREET,8 Avenue,9 Avenue,58.4708904109589,66.0
2019,POINT (983668.3464821158 212714.61496252753),10 AVENUE,West 27 Drive,West 28 Street,248.55555555555554,268.5
2019,POINT (983704.5506791769 205413.27901758498),CARMINE STREET,Bleecker Street,8 Avenue Line,26.620535714285715,27.0
2019,POINT (983831.5054390746 205415.10467876683),MINETTA LANE,Minetta Street,8 Avenue Line,6.074404761904762,5.0
2019,POINT (983842.2264869744 205841.95897697195),CORNELIA STREET,Bleecker Street,West 4 Street,15.126488095238095,14.0
2019,POINT (983848.2562591061 208296.5470421026),WEST 13 STREET,7 Avenue,Dead end,35.01948051948052,38.0
2019,POINT (983854.9887063301 203468.70175738525),WEST BROADWAY,Spring Street,Prince Street,46.336226851851855,47.0
2019,POINT (983883.9087086262 205943.55507293134),WEST 4 STREET,Jones Street,Cornelia Street,52.27232142857143,52.5
2019,POINT (983901.649759908 201209.36328838754),CANAL STREET,Lafayette Street,Cortlandt Alley,204.7320601851852,210.5
2019,POINT (983920.9388628317 205583.04761909),WEST 3 STREET,Mac Dougal Street,8 Avenue Line,63.81547619047619,65.5
2019,POINT (983929.6720195457 208577.80053005752),WEST 14 STREET,14 Street/canarsie Line,14 Street/canarsie Line,45.549627791563275,42.0
2019,POINT (983938.3759420507 207938.2984272),WEST 12 STREET,7 Avenue,8 Avenue Line,29.002798507462686,31.0
2019,POINT (984013.9414642251 206139.5481981076),WEST WASHINGTON PLACE,Barrow Street,8 Avenue Line,11.619047619047619,11.0
2019,POINT (984041.7241533288 205820.56021222094),WEST 4 STREET,Mac Dougal Street,8 Avenue Line,57.01860119047619,60.0
2019,POINT (984066.6927078688 208830.70030960217),WEST 15 STREET,7 Avenue,8 Avenue,49.193939393939395,54.0
2019,POINT (984108.4208886384 209795.28313670916),8 AVENUE,8 Avenue Line,8 Avenue Line,231.80760368663596,248.0
2019,POINT (984164.0264093897 201832.3106940405),GRAND STREET,Broadway,Crosby Street,90.75694444444444,99.0
2019,POINT (984204.9435444837 209058.00891602607),WEST 16 STREET,7 Avenue,8 Avenue,64.87510620220901,70.0
2019,POINT (984257.2407575737 208205.65149409234),7 AVENUE,Broadway/ 7 Avenue Line,14 Street/canarsie Line,274.40697674418607,302.0
2019,POINT (984276.3195586464 215664.12439714675),11 AVENUE,Lincoln Tunnel,Lincoln Tunnel,119.95386904761905,58.5
2019,POINT (984316.697751358 206451.81267476053),AVENUE OF THE AMERICAS,8 Avenue Line,6 Avenue Line,387.01785714285717,423.0
2019,POINT (984336.5901768983 216675.60273642064),WEST 42 STREET,11 Avenue,12 Avenue,62.682291666666664,49.5
2019,POINT (984343.8981487004 206229.97566260793),WAVERLY PLACE,8 Avenue Line,Mac Dougal Street,26.855654761904763,27.5
2019,POINT (984391.993533461 201682.87041882222),GRAND STREET,Crosby Street,Lafayette Street,258.90972222222223,279.5
2019,POINT (984411.7502079555 202172.99223763507),BROOME STREET,Crosby Street,Broadway,129.5810185185185,133.0
2019,POINT (984412.2222109142 207680.43950107394),WEST 12 STREET,6 Avenue Line,7 Avenue,55.121042830540034,62.0
2019,POINT (984435.6185707413 212242.49394892436),9 AVENUE,West 26 Street,West 28 Street,246.14823717948718,268.0
2019,POINT (984450.3933529533 198752.66236221325),ST JAMES PLACE,Madison Street,James Street,59.89930555555556,62.0
2019,POINT (984516.7790507671 207924.86451575276),WEST 13 STREET,6 Avenue Line,7 Avenue,52.390689941812134,60.0
2019,POINT (984683.3074175762 208160.7177797593),WEST 14 STREET,14 Street/canarsie Line,14 Street/canarsie Line,38.13664596273292,36.0
2019,POINT (984688.7423858973 202630.72909693402),SPRING STREET,Crosby Street,Broadway,61.47800925925926,64.0
2019,POINT (984740.4587522919 198649.53833379011),MADISON STREET,Dead End,Dead end,37.492476851851855,35.0
2019,POINT (984789.911081721 208429.01924973377),WEST 15 STREET,6 Avenue Line,7 Avenue,49.529411764705884,52.0
2019,POINT (984789.9501536489 207311.4374960291),AVENUE OF THE AMERICAS,6 Avenue Line,6 Avenue Line,337.71643518518516,354.0
2019,POINT (984790.0528864539 209168.1488797548),7 AVENUE,Broadway/ 7 Avenue Line,Broadway/ 7 Avenue Line,302.9753401360544,327.0
2019,POINT (984933.495814061 214998.81700413782),10 AVENUE,West 37 Street,West 38 Street,318.7142857142857,361.0
2019,POINT (984955.4202942727 208642.2037269055),WEST 16 STREET,6 Avenue Line,7 Avenue,29.23062381852552,31.0
2019,POINT (984991.2455028611 203332.55659041993),BROADWAY,Broadway Line,Broadway Line,189.43865740740742,201.5
2019,POINT (985082.5324372944 196533.72263664615),BROOKLYN BRIDGE,Dead End,East River Shoreline,610.9724702380952,618.0
2019,POINT (985117.685764142 196561.98332260794),BROOKLYN BRIDGE,Dead End,East River Shoreline,1034.4895833333333,1105.5
2019,POINT (985153.5714965671 216223.24013154476),WEST 42 STREET,Amtrak-northeast Line,11 Avenue,83.70610119047619,63.0
2019,POINT (985165.2605906121 217275.49643361324),11 AVENUE,West 45 Street,West 46 Street,225.27662037037038,255.5
2019,POINT (985176.6967256404 198288.44257407243),CATHERINE STREET,Dead End,Catherine Slip,33.236111111111114,33.0
2019,POINT (985192.3919240917 202881.18324280257),LAFAYETTE STREET,Lexington Avenue Line,Lexington Avenue Line,109.68055555555556,107.0
2019,POINT (985197.8164513379 208046.17006379578),AVENUE OF THE AMERICAS,14 Street/canarsie Line,6 Avenue Line,358.4976525821596,386.0
2019,POINT (985246.8620728529 198023.51167821194),CHERRY STREET,Catherine Slip,Dead end,33.11226851851852,32.0
2019,POINT (985263.2311527868 207208.75498494026),WEST 12 STREET,5 Avenue,6 Avenue Line,50.543,57.0
2019,POINT (985370.7732503514 207452.32813221804),WEST 13 STREET,5 Avenue,6 Avenue Line,74.32751454696592,82.0
2019,POINT (985502.9661231559 207708.38722079736),WEST 14 STREET,14 Street/canarsie Line,14 Street/canarsie Line,41.173105134474326,40.0
2019,POINT (985668.2159899255 207943.27171165487),WEST 15 STREET,5 Avenue,6 Avenue Line,55.266379310344824,58.5
2019,POINT (985738.6036262943 215899.24398746085),WEST 42 STREET,Dyer Avenue,10 Avenue,100.60342261904762,82.0
2019,POINT (985813.4127275995 207050.89809514323),5 AVENUE,East 12 Street,East 13 Street,256.54976851851853,280.0
2019,POINT (985847.7400053518 208148.40351861654),WEST 16 STREET,5 Avenue,6 Avenue Line,41.46691871455577,46.0
2019,POINT (985938.8270543092 207277.6391383339),5 AVENUE,East 13 Street,14 Street/canarsie Line,164.12765957446808,176.0
2019,POINT (985948.4193323626 208371.27117981578),WEST 17 STREET,5 Avenue,6 Avenue Line,67.66601371204702,74.0
2019,POINT (985968.6233744686 215009.55289965522),9 AVENUE,West 40 Street,West 39 Street,303.64732142857144,318.0
2019,POINT (985990.5420497697 204561.27731893765),EAST 4 STREET,Broadway,Lafayette Street,49.4224537037037,56.0
2019,POINT (985994.1581745299 206803.55744736578),EAST 12 STREET,5 Avenue,University Place,60.0903165735568,66.0
2019,POINT (986076.9918538956 208580.45532844125),WEST 18 STREET,5 Avenue,6 Avenue Line,52.590225563909776,55.0
2019,POINT (986083.7688478786 215708.02857489145),WEST 42 STREET,9 Avenue,Dyer Avenue,104.10044642857143,109.0
2019,POINT (986087.4858102495 217082.16816639045),10 AVENUE,West 46 Street,West 47 Street,304.2800925925926,337.0
2019,POINT (986108.0133235954 207044.64763036312),EAST 13 STREET,5 Avenue,University Place,58.14463840399002,60.0
2019,POINT (986122.005150593 202533.27740684955),BOWERY,Prince Street,Stanton Street,216.4189814814815,236.0
2019,POINT (986157.1075709081 202521.2365980872),BOWERY,Prince Street,Stanton Street,131.33449074074073,137.0
2019,POINT (986160.4435548312 221075.3355551486),12 AVENUE,Dead End,Dead end,684.7473958333334,775.0
2019,POINT (986196.864507346 209852.38368153767),AVENUE OF THE AMERICAS,6 Avenue Line,6 Avenue Line,369.84598214285717,405.0
2019,POINT (986216.4249932888 221052.7309176884),12 AVENUE,Dead End,Dead end,575.1041666666666,615.5
2019,POINT (986262.6790578498 207290.0162236809),EAST 14 STREET,14 Street/canarsie Line,14 Street/canarsie Line,48.944636678200695,45.0
2019,POINT (986273.4928119063 210825.22759467288),WEST 26 STREET,7 Avenue,6 Avenue Line,77.05787037037037,84.0
2019,POINT (986357.4587518753 201330.72917443464),FORSYTH STREET,Broome Street,Delancey Street,23.00810185185185,22.0
2019,POINT (986394.822557776 207541.47874447895),EAST 15 STREET,5 Avenue,Union Square West,16.526406926406928,17.0
2019,POINT (986440.5476645544 206557.09344738326),EAST 12 STREET,University Place,Broadway,74.65334572490707,81.0
2019,POINT (986463.5639395993 208226.11026016012),5 AVENUE,East 17 Street,East 18 Street,195.2094995759118,208.0
2019,POINT (986474.7698761668 202235.20993612712),CHRYSTIE STREET,6 Avenue Line,6 Avenue Line,99.29918981481481,88.0
2019,POINT (986511.3802576585 214133.76306309825),8 AVENUE,8 Avenue Line,8 Avenue Line,206.94494047619048,224.0
2019,POINT (986530.0755908478 207771.01210441804),EAST 16 STREET,5 Avenue,Union Square West,23.937445699391834,24.0
2019,POINT (986562.974205721 206793.0935635615),EAST 13 STREET,University Place,Broadway,44.68162926018287,45.0
2019,POINT (986602.8802739205 211525.75731532427),WEST 29 STREET,6 Avenue Line,7 Avenue,66.34375,70.0
2019,POINT (986609.3813931155 200408.54698483736),ALLEN STREET,Dead End,Grand Street,108.04464285714286,120.0
2019,POINT (986661.0410155059 207076.02525531864),EAST 14 STREET,14 Street/canarsie Line,14 Street/canarsie Line,33.533261339092874,31.0
2019,POINT (986688.5717076753 206259.70835835094),BROADWAY,Broadway Line,Broadway Line,158.7997685185185,178.0
2019,POINT (986690.1395159634 200821.50679457682),ALLEN STREET,Broome Street,Grand Street,106.68154761904762,117.0
2019,POINT (986703.915967527 215364.58517451552),WEST 42 STREET,8 Avenue,9 Avenue,116.90178571428571,116.0
2019,POINT (986736.5742602305 209665.7693813697),WEST 23 STREET,5 Avenue,6 Avenue Line,92.79910714285714,87.0
2019,POINT (986748.4014547295 216417.9536820535),9 AVENUE,West 45 Street,West 46 Street,282.693287037037,312.0
2019,POINT (986784.3826586112 206832.05852874336),BROADWAY,Broadway Line,14 Street/canarsie Line,125.03351955307262,136.0
2019,POINT (986814.7703362274 196945.10914437595),MANHATTAN BRIDGE,Manhattan Bridge Line,Manhattan Bridge Line,377.7786458333333,382.5
2019,POINT (986829.8036606885 196996.20095248145),MANHATTAN BRIDGE,Dead End,Dead end,211.078125,210.0
2019,POINT (986859.9145343201 206324.89211709987),EAST 12 STREET,Broadway,4 Avenue,51.563602599814296,56.0
2019,POINT (986863.0264833217 197013.41376878403),MANHATTAN BRIDGE,6 Avenue Line,6 Avenue Line,130.828125,115.5
2019,POINT (986892.6205886202 201133.10172052166),ALLEN STREET,Broome Street,Delancey Street,125.02827380952381,135.0
2019,POINT (986896.1073906788 206609.44336254036),EAST 13 STREET,Broadway,4 Avenue,59.05398671096346,61.0
2019,POINT (986920.1797387331 206931.1391884457),EAST 14 STREET,14 Street/canarsie Line,14 Street/canarsie Line,35.82142857142857,31.0
2019,POINT (986938.6268342008 206919.61890152743),EAST 14 STREET,14 Street/canarsie Line,14 Street/canarsie Line,32.45081018518518,29.0
2019,POINT (986976.6375516214 201548.88231981825),ALLEN STREET,Delancey Street,Rivington Street,134.1375,136.0
2019,POINT (987037.145866153 206995.33960903098),4 AVENUE,14 Street/canarsie Line,Lexington Avenue Line,117.19132149901381,136.5
2019,POINT (987043.0786364096 201515.57496133912),ALLEN STREET,Delancey Street,Rivington Street,57.45746527777778,60.0
2019,POINT (987086.4250840293 220743.06781532825),WEST END AVENUE,West 60 Street,West 61 Street,93.58839864239432,90.0
2019,POINT (987169.5591028089 209500.53679739337),5 AVENUE,Broadway Line,East 23 Street,215.83854166666666,236.0
2019,POINT (987178.3237998593 200194.87263476494),ESSEX STREET,Hester Street,Grand Street,33.854817708333336,27.0
2019,POINT (987178.9276619152 220910.75572742883),WEST END AVENUE,West 61 Street,West 61 Drive,99.35069444444444,97.5
2019,POINT (987221.3889140435 206756.10226862674),EAST 14 STREET,14 Street/canarsie Line,14 Street/canarsie Line,39.73684210526316,34.0
2019,POINT (987269.0325934853 206098.1108512699),EAST 12 STREET,4 Avenue,3 Avenue,40.75371747211896,42.0
2019,POINT (987326.4020361415 200571.70749873572),ESSEX STREET,Houston/essex Street Line,Houston/essex Street Line,53.446614583333336,57.0
2019,POINT (987370.5470482649 206346.80876120453),EAST 13 STREET,4 Avenue,3 Avenue,65.26495016611295,70.0
2019,POINT (987444.8584184692 200873.64596080122),ESSEX STREET,Broome Street,Delancey Street,69.78580729166667,74.0
2019,POINT (987458.5351334759 210018.96698297685),5 AVENUE,West 25 Street,East 26 Street,258.78356481481484,290.0
2019,POINT (987511.1801416194 214917.62878498208),WEST 42 STREET,7 Avenue,Dead end,106.12723214285714,112.0
2019,POINT (987545.2922606334 214143.60232654904),7 AVENUE,Broadway/ 7 Avenue Line,Broadway/ 7 Avenue Line,209.3735119047619,224.0
2019,POINT (987546.535076813 206576.77498881464),EAST 14 STREET,14 Street/canarsie Line,14 Street/canarsie Line,42.379152823920265,37.0
2019,POINT (987598.7367800473 201264.95018324815),ESSEX STREET,Delancey Street,Houston/essex Street Line,81.06966145833333,78.0
2019,POINT (987615.0130170071 212399.0700299717),AVENUE OF THE AMERICAS,6 Avenue Line,6 Avenue Line,282.3363095238095,294.0
2019,POINT (987641.9003971273 210950.27054450515),WEST 29 STREET,5 Avenue,Broadway,54.651620370370374,58.0
2019,POINT (987704.0916922182 210466.10090045122),5 AVENUE,East 27 Street,East 28 Street,230.7164351851852,258.0
2019,POINT (987722.3219227053 212598.01520795346),AVENUE OF THE AMERICAS,6 Avenue Line,6 Avenue Line,263.35565476190476,293.5
2019,POINT (987734.5387221971 206311.96542637006),3 AVENUE,East 13 Street,14 Street/canarsie Line,94.340395480226,102.0
2019,POINT (987782.787248884 216426.99806693417),8 AVENUE,8 Avenue Line,8 Avenue Line,252.21296296296296,264.0
2019,POINT (987860.3260810474 213975.17310895267),BROADWAY,Broadway Line,Broadway Line,44.46875,49.0
2019,POINT (987870.3989503412 206556.70375443445),3 AVENUE,14 Street/canarsie Line,East 15 Street,199.8580121703854,219.5
2019,POINT (987876.7867992013 220311.87741552634),AMSTERDAM AVENUE,West 60 Street,West 61 Street,172.60542540073982,209.0
2019,POINT (987884.0919930196 200136.02257949812),GRAND STREET,Suffolk Street,Clinton Street,24.992559523809526,16.0
2019,POINT (987942.6149864073 214678.97338326924),WEST 42 STREET,42 Street Shuttle Line,7 Avenue,145.95833333333334,110.0
2019,POINT (987942.6295405467 202137.76695156086),ESSEX STREET,Houston/essex Street Line,East Houston Street,94.20963541666667,91.0
2019,POINT (987972.5056401358 202396.14558191376),EAST HOUSTON STREET,Houston/essex Street Line,Essex Street,67.77232142857143,46.0
2019,POINT (988021.775762573 200081.79986567018),GRAND STREET,Attorney Street,Clinton Street,34.22172619047619,0.0
2019,POINT (988022.3522039503 220574.94584225854),AMSTERDAM AVENUE,Dead End,West 62 Street,239.31828703703704,266.5
2019,POINT (988069.3945666094 220660.12196233278),AMSTERDAM AVENUE,West 62 Street,Dead end,200.67274305555554,233.0
2019,POINT (988077.1454824678 213247.01735682742),6 AVENUE LINE,Avenue Of The Americas,Avenue Of The Americas,313.9627976190476,339.5
2019,POINT (988112.2741924961 212183.0487725687),WEST 34 STREET,5 Avenue,6 Avenue Line,98.85342261904762,107.0
2019,POINT (988123.0657520756 202549.6500499636),AVENUE A,East 1 Street,East 2 Street,65.55654761904762,67.0
2019,POINT (988141.7380574803 202398.64770601134),EAST HOUSTON STREET,Norfolk Street,Avenue A,89.86383928571429,64.5
2019,POINT (988150.5645531121 210225.19832141022),MADISON AVENUE,East 27 Street,East 28 Street,116.23958333333333,133.5
2019,POINT (988287.7529720158 214487.69897511037),WEST 42 STREET,42 Street Shuttle Line,42 Street Shuttle Line,110.13318452380952,119.0
2019,POINT (988325.6443244853 215538.7422841423),7 AVENUE,Broadway,Broadway Line,342.00925925925924,362.0
2019,POINT (988479.5714208453 199900.40974117725),GRAND STREET,Dead End,Pitt Street,24.660714285714285,29.0
2019,POINT (988574.5629697301 214147.88902404864),AVENUE OF THE AMERICAS,6 Avenue Line,42 Street Shuttle Line,322.28199404761904,348.0
2019,POINT (988592.285270382 214180.31073467332),AVENUE OF THE AMERICAS,6 Avenue Line,42 Street Shuttle Line,329.19940476190476,366.5
2019,POINT (988610.5892668085 212102.43914422527),5 AVENUE,East 34 Street,East 35 Street,275.47544642857144,304.0
2019,POINT (988657.1721841424 219866.67138745682),COLUMBUS AVENUE,West 61 Street,West 60 Street,184.02714373843307,227.0
2019,POINT (988675.7068044952 203548.84322568218),AVENUE A,East 5 Street,East 6 Street,40.833333333333336,48.0
2019,POINT (988714.2831080079 203618.3721571835),AVENUE A,East 7 Street,East 6 Street,53.46502976190476,54.0
2019,POINT (988783.4988540084 220097.20012828032),COLUMBUS AVENUE,West 61 Street,West 62 Street,257.46527777777777,296.0
2019,POINT (988882.3616451917 205364.90703411246),1 AVENUE,East 12 Street,East 13 Street,259.37731481481484,262.0
2019,POINT (988915.3917798047 203982.18071480107),AVENUE A,East 7 Street,St Marks Place,56.845238095238095,58.0
2019,POINT (988956.9205873333 204057.3198145914),AVENUE A,East 9 Street,St Marks Place,37.53497023809524,40.0
2019,POINT (989051.3665375512 209735.44349892196),LEXINGTON AVENUE,East 27 Street,East 28 Street,169.81712962962962,191.0
2019,POINT (989092.5356019582 214041.4851681711),WEST 42 STREET,42 Street Shuttle Line,42 Street Shuttle Line,93.38831018518519,98.5
2019,POINT (989140.4536096265 214014.9488618609),WEST 42 STREET,42 Street Shuttle Line,42 Street Shuttle Line,124.69940476190476,134.0
2019,POINT (989146.4255176291 214011.6417047455),WEST 42 STREET,42 Street Shuttle Line,42 Street Shuttle Line,97.39397321428571,101.0
2019,POINT (989174.5340490207 219550.54057294832),BROADWAY,West 60 Street,West 61 Street,140.60500695410292,162.0
2019,POINT (989226.970174804 215324.03538231767),AVENUE OF THE AMERICAS,6 Avenue Line,6 Avenue Line,334.2113095238095,372.0
2019,POINT (989227.1056880994 213216.1350784207),5 AVENUE,East 40 Street,East 39 Street,237.6592261904762,264.0
2019,POINT (989240.5218932994 219543.0729387783),BROADWAY,West 60 Street,West 61 Street,113.09679665738162,125.0
2019,POINT (989304.9965110081 223426.7521785344),BROADWAY,Dead End,West 74 Street,118.32870370370371,134.5
2019,POINT (989323.763053236 204717.46314650003),AVENUE A,East 12 Street,East 11 Street,35.057291666666664,36.0
2019,POINT (989364.8661437227 223698.8040824101),BROADWAY,West 74 Street,West 75 Street,104.07291666666667,117.5
2019,POINT (989369.1042254184 223411.16362560794),BROADWAY,Dead End,West 74 Street,38.52323717948718,38.0
2019,POINT (989410.5206949848 219374.3325797088),CENTRAL PARK WEST,8 Avenue Line,8 Avenue Line,99.54513888888889,117.0
2019,POINT (989423.2427081679 219396.84148277008),CENTRAL PARK WEST,8 Avenue Line,8 Avenue Line,105.20073891625616,127.0
2019,POINT (989425.6086669087 212527.1555934668),MADISON AVENUE,East 37 Street,East 38 Street,172.80654761904762,197.5
2019,POINT (989430.8416326424 223689.11442939952),BROADWAY,West 74 Street,West 75 Street,38.863425925925924,40.0
2019,POINT (989452.9939818234 200146.54774321112),DELANCEY STREET,Sheriff Street,Columbia Street,12.578869047619047,11.5
2019,POINT (989493.0754973608 215805.68354755442),AVENUE OF THE AMERICAS,6 Avenue Line,6 Avenue Line,309.2388392857143,339.0
2019,POINT (989497.9827425929 209496.10500403785),3 AVENUE,East 27 Street,East 28 Street,151.41666666666666,160.0
2019,POINT (989537.587678199 223307.778761759),AMSTERDAM AVENUE,West 73 Street,West 74 Street,46.31597222222222,48.0
2019,POINT (989543.2974557886 199437.57786384266),JACKSON STREET,Madison Street,Grand Street,10.813988095238095,11.0
2019,POINT (989616.7228110607 208243.85383679587),2 AVENUE,East 24 Street,East 23 Street,318.25,351.0
2019,POINT (989617.8441831996 213921.39130155675),5 AVENUE,East 43 Street,42 Street Shuttle Line,274.7418154761905,306.0
2019,POINT (989659.2117274828 200362.0822726414),COLUMBIA STREET,Dead End,Dead end,27.453869047619047,28.0
2019,POINT (989673.2651215042 200285.68014186347),DELANCEY STREET,Dead end,Columbia Street,43.779017857142854,45.0
2019,POINT (989749.6046540844 216268.62060611526),AVENUE OF THE AMERICAS,6 Avenue Line,6 Avenue Line,295.54017857142856,336.0
2019,POINT (989779.8744506019 213659.6482471503),EAST 42 STREET,42 Street Shuttle Line,42 Street Shuttle Line,117.8125,127.0
2019,POINT (989807.2125456999 200723.88290909075),COLUMBIA STREET,Dead End,Dead end,31.010416666666668,32.0
2019,POINT (989807.5542472866 200724.76186647476),COLUMBIA STREET,Dead End,Dead end,32.10565476190476,34.0
2019,POINT (989879.3872730608 207907.0258857133),EAST 23 STREET,2 Avenue,1 Avenue,92.01748511904762,99.0
2019,POINT (990000.3288655037 215647.3468850296),WEST 49 STREET,Rockefeller Plaza,6 Avenue Line,94.12202380952381,102.0
2019,POINT (990005.1085511161 212447.48710542533),PARK AVENUE,East 38 Street,East 39 Street,150.48552338530067,179.0
2019,POINT (990057.3787484273 201571.8824266841),EAST HOUSTON STREET,Dead End,Columbia Street,143.28720238095238,163.0
2019,POINT (990060.4619474389 201369.12061499836),COLUMBIA STREET,Pedestrian Path,East Houston Street,42.236979166666664,46.0
2019,POINT (990102.2939597357 209120.03544145965),2 AVENUE,East 27 Street,East 28 Street,288.2303240740741,309.0
2019,POINT (990123.4777719048 214831.18502824957),5 AVENUE,East 46 Street,East 47 Street,306.4537037037037,331.0
2019,POINT (990135.6594305542 207616.6302984425),1 AVENUE,East 22 Street,Dead end,236.94568452380952,264.0
2019,POINT (990182.4447280382 213436.9781836406),EAST 42 STREET,42 Street Shuttle Line,42 Street Shuttle Line,140.32440476190476,155.0
2019,POINT (990208.7163999889 201556.45532573693),EAST HOUSTON STREET,Lillian Wald Drive,Avenue D,172.72767857142858,197.0
2019,POINT (990227.7050103528 201732.860163512),AVENUE D,Dead End,Dead end,30.207682291666668,32.0
2019,POINT (990328.434577678 222878.75510490945),COLUMBUS AVENUE,West 73 Street,West 74 Street,200.3599537037037,225.0
2019,POINT (990369.8461648689 201411.89527107772),EAST HOUSTON STREET,Dead End,Baruch Drive,190.00260416666666,205.0
2019,POINT (990378.6085329745 202007.30928689305),AVENUE D,Pedestrian Path,East 4 Street,39.657738095238095,40.5
2019,POINT (990427.2651114854 202094.85142430343),AVENUE D,Dead end,East 4 Street,38.442708333333336,37.0
2019,POINT (990441.7569442383 203672.7251812886),AVENUE C,East 9 Street,East 10 Street,31.88095238095238,33.0
2019,POINT (990497.3018880241 217614.33910078014),AVENUE OF THE AMERICAS,6 Avenue Line,6 Avenue Line,261.1330532212885,289.0
2019,POINT (990501.0873300494 203776.47399391094),AVENUE C,East 11 Street,East 10 Street,43.00372023809524,46.0
2019,POINT (990510.509821049 215532.0282999323),5 AVENUE,East 50 Street,East 49 Street,238.0725925925926,255.0
2019,POINT (990564.8416474435 212468.28628901864),LEXINGTON AVENUE,East 40 Street,East 39 Street,207.69940476190476,219.0
2019,POINT (990628.4574916431 202455.27253460747),AVENUE D,Dead End,East 6 Street,36.25372023809524,36.0
2019,POINT (990661.9405878107 204061.2861986798),AVENUE C,East 11 Street,East 12 Street,40.14699074074074,39.0
